"status_id","created_at","user_id","screen_name","text","lang","source","reply_count","retweet_count","favorite_count","user_followers_count","is_retweet","is_quote"
1000000073,2018-01-04 16:33:55,9.85e+14,"Zainab9958","The decision was hard but, electricity is a myth. God bless the hustle. #Nigeria #BrainDrain","en","Twitter for iPhone",0,0,0,333,FALSE,FALSE
1000000074,2018-01-04 18:26:12,4.26e+14,"Emeka9415","Goodbye Nigeria, the system is rigged. Finally breathing fresh air. #Naija #Relocation","en","Twitter for Android",0,0,1,6312,FALSE,FALSE
1000000075,2018-01-04 18:36:04,9.79e+14,"TheDavid757","I can't believe it, police harassment is getting worse. Starting over is hard but worth it. #Relocation #Japa","en","Twitter Web App",0,0,1,213,FALSE,FALSE
1000000076,2018-01-04 21:58:34,6.99e+14,"Tunde8081","Las las, the insecurity is too much. Winter is cold but better than heat. #NewBeginnings #Relocation","pcm","Twitter for Android",0,0,2,15,FALSE,FALSE
1000000077,2018-01-04 22:12:49,6.05e+14,"Femi5273","It is official, there are no jobs. Finally breathing fresh air. #EndSARS #ByeByeNigeria","en","Twitter for Android",7,20,60,184,FALSE,FALSE
1000000078,2018-01-05 01:02:45,4.4e+14,"OfficialFemi9178","Man must survive, electricity is a myth. Winter is cold but better than heat. #Japa #Japa","en","Twitter for Android",0,1,2,2217,FALSE,FALSE
1000000079,2018-01-05 03:26:10,7.47e+14,"JustZainab5414","My mental health comes first, education system is collapsing. God bless the hustle. #Canada #Japa","en","Twitter Web App",0,0,2,1800,FALSE,TRUE
1000000080,2018-01-05 04:16:06,8.26e+14,"IamSola1027","It is official, there are no jobs. Peace of mind is expensive. #BrainDrain #Relocation","pcm","Twitter for Android",0,0,1,68,FALSE,FALSE
1000000081,2018-01-05 05:00:29,9.24e+14,"David445","Just landed, I am tired of suffering. Just happy to be safe. #Japa #ByeByeNigeria","pcm","Twitter for Android",0,0,1,66,FALSE,FALSE
1000000082,2018-01-05 05:29:02,2.58e+14,"IamFemi9469","My mental health comes first, there are no jobs. Don't let anyone guilt trip you. #Canada #UK","en","Twitter for iPhone",0,0,2,364,FALSE,FALSE
1000000083,2018-01-05 09:10:23,3.78e+13,"David1880","Who no go no know, I am tired of suffering. See you all on the other side. #ByeByeNigeria #EndSARS","en","Twitter for Android",0,0,1,139,FALSE,FALSE
1000000084,2018-01-05 09:41:16,2.87e+14,"Emeka8427","My mental health comes first, police harassment is getting worse. Peace of mind is expensive. #Relocation #BrainDrain","en","Twitter for Android",3,3,15,103,FALSE,FALSE
1000000085,2018-01-05 11:08:47,9.26e+14,"Sola8032","Whatever you do, the insecurity is too much. Winter is cold but better than heat. #Relocation #ByeByeNigeria","pcm","Twitter Web App",0,0,0,3851,FALSE,FALSE
1000000086,2018-01-05 13:43:50,6.13e+14,"Musa3134","It is official, there are no jobs. No regrets. #ByeByeNigeria #UK","en","Twitter for Android",0,0,0,954,FALSE,FALSE
1000000087,2018-01-05 16:18:48,6.73e+14,"OfficialTunde6723","To be honest, I need a better future for my kids. See you all on the other side. #BrainDrain #Canada","en","Twitter Web App",0,0,1,45,FALSE,FALSE
1000000088,2018-01-05 17:00:39,8.63e+14,"Emeka316","Las las, electricity is a myth. Just happy to be safe. #Relocation #Naija","en","Twitter for Android",0,0,1,2288,FALSE,FALSE
1000000089,2018-01-05 18:24:48,9.31e+14,"OfficialChiamaka4967","It is official, police harassment is getting worse. No regrets. #Japa #BrainDrain","en","Twitter for Android",0,0,1,38,FALSE,FALSE
1000000090,2018-01-05 21:18:56,6.47e+14,"OfficialChiamaka1773","Goodbye Nigeria, police harassment is getting worse. Peace of mind is expensive. #BrainDrain #NewBeginnings","en","Twitter for iPhone",0,1,4,46,FALSE,FALSE
1000000091,2018-01-05 21:51:29,9.13e+12,"Sola2475","We move, electricity is a myth. No regrets. #NewBeginnings #Relocation","en","Twitter for Android",0,1,4,308,FALSE,FALSE
1000000092,2018-01-05 23:54:18,4.11e+14,"TheDavid8539","It is official, the insecurity is too much. Don't let anyone guilt trip you. #EndSARS #UK","en","Twitter for Android",0,0,0,4471,FALSE,FALSE
1000000093,2018-01-06 00:27:38,3.9e+14,"Ngozi8257","Goodbye Nigeria, the system is rigged. I miss the food though. #BrainDrain #ByeByeNigeria","en","Twitter Web App",0,0,0,533,FALSE,FALSE
1000000094,2018-01-06 06:57:37,5.98e+14,"Zainab4682","My watch has ended, education system is collapsing. I miss the food though. #BrainDrain #Canada","pcm","Twitter for Android",1,1,5,118,FALSE,FALSE
1000000095,2018-01-06 10:15:12,6.41e+14,"Tunde4863","Japa season, the insecurity is too much. No regrets. #Nigeria #EndSARS","en","Twitter for iPhone",6,21,66,230,FALSE,FALSE
1000000096,2018-01-06 10:30:11,8.51e+14,"JustChiamaka4444","Whatever you do, there are no jobs. I miss the food though. #Japa #EndSARS","en","Twitter for iPhone",0,1,2,9519,FALSE,FALSE
1000000097,2018-01-06 11:00:51,4.99e+14,"OfficialChiamaka6572","My watch has ended, police harassment is getting worse. Just happy to be safe. #Relocation #Nigeria","en","Twitter for iPhone",0,0,2,68,FALSE,FALSE
1000000098,2018-01-06 11:52:27,4.83e+14,"OfficialEmeka9247","The decision was hard but, the insecurity is too much. God bless the hustle. #Japa #Naija","en","Twitter for Android",1,1,6,58,FALSE,FALSE
1000000099,2018-01-06 12:17:15,7.06e+13,"JustZainab3857","The decision was hard but, the system is rigged. Finally breathing fresh air. #BrainDrain #NewBeginnings","pcm","Twitter Web App",0,0,0,84,FALSE,TRUE
1000000100,2018-01-06 14:18:20,2.06e+14,"Femi4709","Goodbye Nigeria, there are no jobs. No regrets. #ByeByeNigeria #NewBeginnings","en","Twitter for Android",0,0,2,443,FALSE,FALSE
